Datum,Check in,Vertrek,Check uit,Bestemming,Af,Bij,Transactie,Kl,Product,Prive/ Zakelijk,Opmerking
25-04-2023,17:44,Rotterdam Alexander,18:10,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
25-04-2023,08:29,Rotterdam Centraal,08:44,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
24-04-2023,17:41,Rotterdam Alexander,17:56,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
24-04-2023,07:50,Rotterdam Centraal,08:05,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
21-04-2023,08:02,Rotterdam Centraal,08:14,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
20-04-2023,17:36,Rotterdam Alexander,17:56,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
20-04-2023,07:59,Rotterdam Centraal,08:16,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
19-04-2023,16:40,Rotterdam Alexander,17:00,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
19-04-2023,08:12,Rotterdam Centraal,08:28,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
18-04-2023,16:23,Rotterdam Alexander,16:37,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
18-04-2023,07:43,Rotterdam Centraal,07:59,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
17-04-2023,17:52,Rotterdam Alexander,18:07,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
17-04-2023,08:27,Rotterdam Centraal,08:43,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
14-04-2023,17:36,Rotterdam Alexander,17:58,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
14-04-2023,07:46,Rotterdam Centraal,08:05,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
13-04-2023,16:56,Rotterdam Alexander,17:12,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
13-04-2023,08:21,Rotterdam Centraal,08:35,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
12-04-2023,16:58,Rotterdam Alexander,17:12,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
12-04-2023,07:56,Rotterdam Centraal,08:13,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
11-04-2023,17:13,Rotterdam Alexander,17:27,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
11-04-2023,07:44,Rotterdam Centraal,07:59,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
08-04-2023,17:09,Utrecht Centraal,17:57,Rotterdam Alexander,"€6,12","€0,00",Reis,2.0,Treinreizen,,
08-04-2023,17:09,Rotterdam Alexander,17:57,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
08-04-2023,12:29,Rotterdam Centraal,13:16,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Treinreizen,,
08-04-2023,12:29,Rotterdam Alexander,13:16,Utrecht Centraal,"€6,12","€0,00",Reis,2.0,Reizen op Rekening Trein,,
07-04-2023,16:42,Rotterdam Alexander,17:00,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
07-04-2023,08:02,Rotterdam Centraal,08:13,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
06-04-2023,17:14,Rotterdam Alexander,17:29,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
06-04-2023,08:28,Rotterdam Centraal,08:44,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
05-04-2023,16:57,Rotterdam Alexander,17:12,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
05-04-2023,07:44,Rotterdam Centraal,07:58,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
04-04-2023,17:28,Rotterdam Alexander,17:44,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
04-04-2023,07:59,Rotterdam Centraal,08:14,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
03-04-2023,16:56,Rotterdam Alexander,17:17,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
03-04-2023,07:45,Rotterdam Centraal,07:59,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
01-04-2023,13:12,Rotterdam Centraal perron Dd,13:18,Burg. Meineszplein,"€1,33","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
01-04-2023,12:54,Rotterdam Centraal,13:11,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
31-03-2023,16:44,Rotterdam Alexander,17:09,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
31-03-2023,16:42,Alexander,16:43,Alexander,"€0,00","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
31-03-2023,16:38,Rotterdam Alexander,16:41,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
31-03-2023,07:51,Rotterdam Centraal,08:04,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
30-03-2023,17:28,Rotterdam Alexander,17:45,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
30-03-2023,07:44,Rotterdam Centraal,07:59,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
29-03-2023,17:13,Rotterdam Alexander,17:32,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
29-03-2023,07:49,Rotterdam Centraal,08:04,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
28-03-2023,16:59,Rotterdam Alexander,17:13,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
28-03-2023,07:44,Rotterdam Centraal,07:59,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
27-03-2023,17:22,Rotterdam Alexander,17:40,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
27-03-2023,07:42,Rotterdam Centraal,08:00,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
24-03-2023,17:53,Rotterdam Alexander,18:09,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
24-03-2023,07:48,Rotterdam Centraal,08:05,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
23-03-2023,18:11,Rotterdam Alexander,18:30,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
23-03-2023,08:12,Rotterdam Centraal,08:28,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
22-03-2023,17:44,Rotterdam Alexander,17:58,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
22-03-2023,08:13,Rotterdam Centraal,08:29,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
21-03-2023,16:44,Rotterdam Alexander,16:58,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
21-03-2023,07:43,Rotterdam Centraal,07:58,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
20-03-2023,17:14,Rotterdam Alexander,17:29,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
20-03-2023,07:42,Rotterdam Centraal,07:58,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
17-03-2023,17:39,Rotterdam Alexander,17:58,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
17-03-2023,08:14,Rotterdam Centraal,08:34,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
16-03-2023,17:14,Rotterdam Alexander,17:28,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
16-03-2023,08:13,Rotterdam Centraal,08:30,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
15-03-2023,17:22,Rotterdam Alexander,17:37,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
15-03-2023,08:10,Rotterdam Centraal,08:29,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
14-03-2023,17:38,Rotterdam Alexander,17:57,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
14-03-2023,08:14,Rotterdam Centraal,08:29,Rotterdam Alexander,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
13-03-2023,13:08,Rotterdam Alexander,13:27,Rotterdam Centraal,"€1,86","€0,00",Reis,2.0,Reizen op Rekening Trein,,
13-03-2023,08:12,Rotterdam Centraal,08:29,Rotterdam Alexander,"€3,10","€0,00",Reis,2.0,Reizen op Rekening Trein,,
10-03-2023,20:29,Centraal Station,20:38,Mathenesserplein,"€1,43","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
19-02-2023,09:12,Beurs,09:16,Oostplein,"€0,22","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
19-02-2023,09:06,Centraal Station,09:10,Beurs,"€1,29","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
18-02-2023,08:52,Amsterdam Lelylaan,10:05,Rotterdam Centraal,"€10,02","€0,00",Reis,2.0,Reizen op Rekening Trein,,
17-02-2023,18:37,Rotterdam Centraal,19:48,Amsterdam Lelylaan,"€10,02","€0,00",Reis,2.0,Reizen op Rekening Trein,,
20-08-2023,05:33,Amsterdam Centraal,06:47,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
20-08-2023,05:24,"Amsterdam, Marnixstraat",05:30,"Amsterdam, Centraal Station","€2,41","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
19-08-2023,00:46,Marnixstraat,00:55,Postjesweg,"€1,53","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
19-08-2023,21:10,Centraal Station,21:22,Marnixstraat,"€1,45","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
19-08-2023,19:49,Rotterdam Centraal,21:09,Amsterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
19-08-2023,19:43,Burg. Meineszplein,19:47,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
19-08-2023,14:08,Breda,14:53,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
19-08-2023,13:35,Rotterdam Centraal,14:07,Breda,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
18-08-2023,00:50,Den Haag HS,01:19,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
18-08-2023,00:10,Badhuiskade,00:28,Station Hollands Spoor,"€2,17","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
18-08-2023,20:36,Kalvermarkt-Stadhuis,20:52,Kurhaus,"€2,13","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
18-08-2023,19:03,Rotterdam Centraal,19:32,Den Haag HS,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
23-07-2023,16:56,Blaak,17:17,Oosterflank,"€2,46","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
23-07-2023,16:56,Rotterdam Blaak,16:56,Rotterdam Blaak,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
23-07-2023,16:52,Blaak,16:56,Blaak,"€0,00","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
23-07-2023,16:42,Rotterdam Centraal,16:52,Rotterdam Blaak,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
23-07-2023,13:22,Amsterdam Centraal,14:50,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
23-07-2023,11:34,Rotterdam Centraal,12:56,Amsterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
22-07-2023,15:23,Maastricht,17:48,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
22-07-2023,11:37 za,Maastricht,14:40 za,Maastricht,"€4,45","€0,00",Deur tot deur,,OV Fiets,,
22-07-2023,09:05,Rotterdam Centraal,11:31,Maastricht,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
16-07-2023,17:05,Leiden Centraal,17:50,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
16-07-2023,14:33,Rotterdam Centraal,15:16,Leiden Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
15-07-2023,09:20,Rotterdam Centraal,09:22,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
15-07-2023,08:05,Amsterdam Lelylaan,09:19,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
15-07-2023,07:56,Henk Sneevlietweg,08:04,Station Lelylaan,"€1,33","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
14-07-2023,00:19,Delflandlaan,00:23,Louwesweg,"€0,30","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
14-07-2023,00:18,Westlandgracht,00:19,Delflandlaan,"€1,15","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
14-07-2023,23:15,Bilderdijkstraat,23:24,Surinameplein,"€1,51","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
14-07-2023,22:09,Station Lelylaan,22:18,Nicolaas Beetsstraat,"€1,63","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
14-07-2023,21:52,Amsterdam Sloterdijk,21:59,Amsterdam Lelylaan,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
14-07-2023,20:36,Rotterdam Centraal,21:51,Amsterdam Sloterdijk,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
09-07-2023,14:20,Breda,14:52,Rotterdam Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
01-07-2023,15:57,De Pijp,16:25,Van der Madeweg,"€2,52","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
01-07-2023,11:31,Van der Madeweg,11:46,Waterlooplein,"€1,96","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
25-06-2023,11:04,Amsterdam Sloterdijk,13:00,Schiedam Centrum,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
25-06-2023,10:54,Mercatorplein,11:02,Station Sloterdijk,"€1,59","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
24-06-2023,22:44,Jan van Galenstraat,22:48,Mercatorplein,"€0,28","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
24-06-2023,22:24,Isolatorweg,22:34,Jan v.Galenstraat,"€1,70","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
24-06-2023,17:36,Station Zuid,17:56,Isolatorweg,"€2,93","€0,00",Reis,2.0,"Bus, Tram en Metro reizen",,
24-06-2023,17:05,Utrecht Centraal,17:35,Amsterdam Zuid,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
24-06-2023,12:07 za,Utrecht Centraal Stationsplein,17:05 za,Utrecht Centraal Stationsplein,"€4,45","€0,00",Deur tot deur,,OV Fiets,,
24-06-2023,12:01,Utrecht Centraal,12:03,Utrecht Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
24-06-2023,11:12,Schiedam Centrum,11:58,Utrecht Centraal,"€0,00","€0,00",Reis,2.0,Reizen op Rekening Trein,,
21-06-2023,,,,,"€0,00","€0,00",Product op de kaart laden,,Reizen op Rekening Trein,,
21-06-2023,,,,,"€0,00","€0,00",Product op de kaart laden,,Reizen op Rekening Bus Tram Metro,,
